"customer_id","total_spend"
246218,"865.00"
410372,"138.00"
114004,"628.00"
61252,"169.00"
537909,"111.00"
614928,"861.00"
246122,"776.00"
219349,"990.00"
146305,"426.00"
342751,"740.00"
507791,"270.00"
453,"314.00"
72609,"224.00"
214890,"863.00"
467189,"163.00"
256473,"855.00"
583351,"714.00"
175141,"713.00"
162981,"825.00"
393688,"718.00"
474983,"58.00"
576905,"397.00"
37825,"340.00"
12045,"528.00"
586058,"693.00"
400771,"587.00"
382496,"275.00"
76861,"480.00"
625564,"696.00"
177953,"429.00"
460329,"603.00"
526806,"235.00"
457056,"690.00"
437376,"702.00"
287022,"904.00"
272679,"843.00"
37096,"825.00"
628152,"701.00"
370873,"286.00"
548469,"734.00"
446761,"896.00"
352118,"583.00"
172712,"251.00"
343415,"182.00"
505568,"686.00"
337903,"344.00"
636420,"967.00"
160227,"342.00"
344282,"730.00"
117447,"197.00"
653884,"604.00"
574514,"62.00"
615689,"743.00"
573134,"519.00"
184593,"927.00"
479649,"713.00"
111190,"930.00"
629275,"873.00"
578354,"847.00"
448893,"681.00"
111755,"671.00"
334324,"848.00"
263963,"1034.00"
462309,"202.00"
604332,"143.00"
156364,"211.00"
278826,"471.00"
211061,"926.00"
468817,"732.00"
349982,"164.00"
151027,"269.00"
659790,"907.00"
644301,"296.00"
346569,"589.00"
208706,"235.00"
428893,"863.00"
155264,"458.00"
523507,"744.00"
449485,"930.00"
631517,"469.00"
220559,"796.00"
540664,"397.00"
284116,"842.00"
620728,"61.00"
385776,"462.00"
263878,"355.00"
650303,"230.00"
558247,"234.00"
139472,"350.00"
95492,"526.00"
36826,"497.00"
571392,"619.00"
397947,"188.00"
444360,"465.00"
114204,"715.00"
642701,"207.00"
215482,"435.00"
632454,"632.00"
545641,"441.00"
400012,"186.00"
65083,"234.00"
629394,"934.00"
615021,"982.00"
466291,"563.00"
424542,"339.00"
557950,"689.00"
323440,"51.00"
482685,"185.00"
400962,"793.00"
595641,"436.00"
436495,"589.00"
312984,"881.00"
94466,"395.00"
615104,"532.00"
44613,"533.00"
392159,"192.00"
228479,"504.00"
546888,"785.00"
370343,"176.00"
171635,"552.00"
603379,"579.00"
164104,"886.00"
94624,"488.00"
195033,"790.00"
145551,"527.00"
661297,"368.00"
361095,"801.00"
461932,"702.00"
633029,"247.00"
608361,"366.00"
609539,"438.00"
457344,"578.00"
224053,"528.00"
166047,"276.00"
524,"651.00"
106808,"510.00"
34065,"621.00"
3311,"349.00"
508132,"976.00"
379247,"731.00"
282673,"294.00"
36583,"78.00"
598567,"165.00"
639090,"748.00"
401575,"673.00"
597358,"295.00"
503852,"991.00"
184785,"346.00"
559807,"434.00"
371644,"620.00"
134022,"589.00"
75644,"235.00"
172883,"748.00"
463353,"149.00"
195014,"580.00"
143257,"675.00"
541929,"508.00"
404537,"604.00"
522809,"425.00"
406461,"632.00"
289767,"248.00"
647432,"984.00"
189267,"650.00"
11474,"798.00"
512783,"472.00"
483542,"892.00"
341282,"654.00"
504357,"367.00"
471545,"870.00"
620277,"647.00"
632772,"332.00"
112768,"454.00"
583972,"60.00"
344139,"462.00"
221429,"114.00"
68198,"124.00"
133963,"976.00"
97775,"132.00"
578308,"546.00"
179886,"368.00"
410312,"836.00"
527562,"477.00"
252975,"248.00"
107994,"443.00"
475265,"346.00"
456399,"739.00"
77852,"556.00"
262242,"355.00"
158516,"585.00"
335661,"374.00"
436072,"76.00"
550389,"340.00"
98011,"680.00"
276712,"679.00"
625875,"377.00"
554801,"283.00"
547180,"788.00"
596959,"261.00"
273012,"978.00"
487101,"289.00"
350717,"602.00"
169039,"60.00"
336161,"800.00"
135597,"949.00"
195690,"773.00"
320869,"587.00"
32016,"81.00"
657657,"401.00"
576510,"899.00"
479218,"184.00"
489754,"651.00"
20030,"812.00"
527499,"604.00"
612898,"958.00"
122170,"564.00"
421166,"776.00"
369600,"649.00"
438445,"681.00"
211341,"99.00"
298151,"81.00"
20906,"855.00"
654567,"489.00"
428758,"338.00"
151197,"424.00"
544350,"838.00"
510635,"416.00"
282941,"453.00"
306640,"75.00"
154662,"916.00"
127344,"968.00"
354254,"867.00"
125374,"946.00"
250549,"965.00"
563927,"75.00"
435261,"686.00"
142911,"115.00"
50369,"940.00"
512799,"515.00"
108599,"332.00"
172759,"946.00"
393102,"834.00"
602476,"249.00"
399971,"160.00"
284655,"947.00"
619615,"272.00"
624134,"843.00"
544495,"355.00"
544603,"365.00"
339052,"661.00"
39541,"453.00"
247162,"720.00"
277238,"114.00"
107964,"505.00"
208214,"444.00"
513356,"890.00"
415114,"81.00"
235318,"441.00"
47616,"916.00"
104777,"485.00"
199913,"737.00"
191008,"290.00"
198692,"828.00"
521260,"181.00"
269722,"637.00"
257900,"141.00"
484379,"978.00"
190908,"848.00"
500986,"761.00"
311924,"676.00"
117200,"52.00"
220983,"138.00"
167382,"131.00"
85219,"280.00"
562478,"68.00"
391941,"534.00"
325577,"178.00"
195748,"804.00"
576379,"877.00"
373246,"644.00"
232349,"302.00"
297226,"532.00"
207623,"457.00"
229974,"700.00"
52712,"513.00"
389975,"728.00"
530757,"355.00"
206232,"279.00"
324564,"203.00"
405158,"326.00"
572372,"244.00"
173164,"55.00"
229994,"333.00"
209536,"825.00"
647313,"571.00"
399442,"530.00"
340241,"288.00"
202021,"210.00"
155712,"679.00"
658515,"276.00"
412748,"427.00"
29967,"661.00"
323128,"544.00"
192545,"957.00"
165640,"705.00"
590277,"126.00"
53873,"470.00"
637827,"560.00"
431730,"539.00"
379854,"649.00"
601848,"526.00"
660923,"131.00"
237602,"273.00"
188729,"331.00"
224859,"433.00"
575406,"746.00"
343910,"705.00"
616473,"386.00"
235855,"473.00"
180188,"1240.00"
223935,"464.00"
65343,"843.00"
529656,"104.00"
189006,"928.00"
32595,"741.00"
90219,"408.00"
536776,"746.00"
51910,"349.00"
248491,"279.00"
487665,"284.00"
461605,"798.00"
474777,"680.00"
201740,"615.00"
450989,"960.00"
334917,"87.00"
642065,"301.00"
267708,"469.00"
269736,"916.00"
623512,"317.00"
11213,"524.00"
471422,"493.00"
64660,"572.00"
522897,"151.00"
25741,"264.00"
330731,"915.00"
245851,"332.00"
107668,"52.00"
427811,"512.00"
49286,"307.00"
450718,"704.00"
338373,"199.00"
634998,"907.00"
511860,"1192.00"
227423,"146.00"
420698,"352.00"
73927,"797.00"
89478,"668.00"
483179,"665.00"
453859,"652.00"
281152,"520.00"
284911,"848.00"
202996,"511.00"
67555,"126.00"
378702,"510.00"
329633,"118.00"
357515,"592.00"
114500,"697.00"
435693,"51.00"
561849,"275.00"
481979,"180.00"
536701,"64.00"
516847,"676.00"
213285,"772.00"
125846,"607.00"
451540,"860.00"
432535,"173.00"
504316,"286.00"
349184,"300.00"
135395,"56.00"
343492,"542.00"
335303,"589.00"
488849,"983.00"
434192,"221.00"
634694,"945.00"
576050,"942.00"
518695,"502.00"
401185,"286.00"
528075,"305.00"
261825,"712.00"
497828,"472.00"
341566,"703.00"
661364,"917.00"
543366,"360.00"
288605,"498.00"
44821,"984.00"
439615,"707.00"
85644,"649.00"
457785,"402.00"
103481,"977.00"
575664,"823.00"
285272,"794.00"
507480,"442.00"
263742,"451.00"
390566,"906.00"
178027,"191.00"
458174,"593.00"
532747,"943.00"
397432,"904.00"
281057,"370.00"
93808,"211.00"
598526,"321.00"
348845,"364.00"
164249,"176.00"
497461,"761.00"
190436,"757.00"
166367,"810.00"
118837,"249.00"
230927,"145.00"
559881,"334.00"
246166,"974.00"
355585,"416.00"
372302,"344.00"
148069,"570.00"
240864,"545.00"
212845,"734.00"
537465,"156.00"
184803,"921.00"
456151,"791.00"
416450,"452.00"
213471,"612.00"
629306,"959.00"
585884,"376.00"
549964,"575.00"
419258,"829.00"
471479,"847.00"
319875,"464.00"
211724,"496.00"
473224,"643.00"
496832,"207.00"
337200,"129.00"
77347,"894.00"
509531,"975.00"
153318,"628.00"
101848,"853.00"
221268,"534.00"
493868,"549.00"
54344,"666.00"
30511,"472.00"
346654,"249.00"
429678,"910.00"
235215,"117.00"
283647,"299.00"
553317,"505.00"
31866,"382.00"
430588,"213.00"
560466,"191.00"
235901,"820.00"
261946,"459.00"
114513,"795.00"
143975,"900.00"
404690,"617.00"
504913,"520.00"
230323,"475.00"
63837,"1575.00"
555916,"152.00"
572133,"758.00"
207790,"392.00"
551998,"229.00"
38732,"404.00"
334421,"447.00"
148548,"252.00"
617106,"969.00"
168890,"595.00"
58192,"826.00"
159013,"836.00"
45630,"590.00"
501662,"969.00"
292070,"241.00"
527206,"379.00"
51331,"229.00"
272938,"232.00"
635908,"777.00"
582095,"377.00"
219123,"511.00"
644535,"801.00"
618374,"163.00"
369355,"920.00"
555884,"172.00"
71307,"361.00"
343537,"527.00"
361244,"864.00"
154975,"709.00"
536268,"647.00"
321360,"222.00"
380895,"689.00"
370350,"190.00"
355565,"182.00"
446804,"122.00"
600524,"336.00"
461013,"970.00"
97050,"596.00"
460619,"722.00"
152862,"1178.00"
234279,"143.00"
381314,"962.00"
575924,"772.00"
658957,"696.00"
515506,"381.00"
128393,"782.00"
539358,"738.00"
356570,"780.00"
639703,"502.00"
546843,"296.00"
520251,"606.00"
22500,"572.00"
432097,"347.00"
293736,"690.00"
635279,"739.00"
599550,"912.00"
557979,"969.00"
381639,"350.00"
585052,"420.00"
194203,"188.00"
212882,"128.00"
562086,"1105.00"
240750,"715.00"
582775,"56.00"
95783,"658.00"
130163,"564.00"
464421,"969.00"
47017,"534.00"
532564,"239.00"
320460,"790.00"
34315,"266.00"
136324,"739.00"
511506,"779.00"
170875,"385.00"
444147,"993.00"
132991,"170.00"
435984,"577.00"
388557,"62.00"
459251,"376.00"
559157,"469.00"
417909,"58.00"
576975,"920.00"
419455,"593.00"
180022,"662.00"
58765,"639.00"
637847,"204.00"
611111,"684.00"
485365,"493.00"
337679,"114.00"
264830,"216.00"
443627,"125.00"
129066,"504.00"
226588,"124.00"
46366,"827.00"
46092,"76.00"
185650,"242.00"
241141,"187.00"
625224,"807.00"
497067,"1883.00"
353412,"635.00"
119354,"217.00"
396393,"990.00"
296332,"410.00"
416241,"296.00"
547876,"190.00"
214522,"424.00"
609158,"102.00"
229215,"576.00"
11308,"131.00"
335820,"141.00"
143022,"976.00"
594530,"293.00"
246215,"374.00"
507194,"195.00"
240670,"519.00"
112843,"154.00"
632279,"844.00"
417052,"601.00"
70616,"108.00"
295267,"748.00"
505247,"585.00"
410202,"396.00"
526054,"501.00"
209350,"488.00"
572721,"923.00"
468228,"388.00"
28010,"474.00"
356037,"841.00"
237578,"957.00"
403067,"234.00"
112337,"869.00"
25858,"768.00"
93595,"753.00"
473406,"883.00"
254749,"581.00"
521891,"929.00"
229463,"729.00"
571157,"876.00"
357078,"729.00"
6645,"134.00"
347750,"158.00"
257777,"891.00"
130224,"617.00"
456663,"631.00"
34832,"365.00"
298730,"202.00"
461910,"244.00"
262010,"596.00"
522668,"787.00"
384094,"252.00"
235363,"186.00"
243331,"98.00"
228679,"347.00"
267377,"465.00"
92232,"687.00"
102217,"910.00"
206626,"51.00"
528277,"502.00"
533628,"846.00"
431686,"461.00"
545444,"771.00"
45781,"613.00"
409405,"118.00"
497103,"122.00"
454562,"697.00"
235902,"396.00"
440375,"343.00"
41118,"848.00"
574217,"312.00"
166382,"342.00"
432217,"438.00"
592341,"629.00"
564956,"460.00"
546140,"573.00"
322413,"70.00"
575901,"537.00"
209049,"404.00"
567922,"202.00"
591095,"755.00"
403703,"194.00"
208919,"223.00"
389602,"620.00"
596490,"178.00"
147950,"961.00"
185510,"143.00"
37476,"172.00"
506076,"692.00"
20938,"328.00"
339207,"746.00"
281277,"886.00"
490943,"929.00"
283475,"203.00"
621910,"865.00"
577434,"448.00"
194821,"951.00"
373813,"904.00"
439932,"345.00"
275999,"1523.00"
627576,"900.00"
584256,"918.00"
438988,"175.00"
313343,"318.00"
543612,"621.00"
414181,"646.00"
73631,"182.00"
503239,"85.00"
312856,"279.00"
51930,"576.00"
260637,"911.00"
83619,"406.00"
399227,"986.00"
369165,"839.00"
189110,"271.00"
146502,"842.00"
614891,"401.00"
155650,"323.00"
331433,"592.00"
135394,"318.00"
291883,"825.00"
34127,"441.00"
251982,"994.00"
379121,"999.00"
350062,"280.00"
101086,"218.00"
491865,"67.00"
446008,"95.00"
92890,"750.00"
30759,"827.00"
520788,"76.00"
289418,"726.00"
210198,"462.00"
434843,"310.00"
382791,"134.00"
191021,"633.00"
536461,"357.00"
479938,"901.00"
114539,"793.00"
250068,"348.00"
328106,"389.00"
90800,"922.00"
522407,"140.00"
114242,"571.00"
96114,"869.00"
398095,"974.00"
352712,"557.00"
268919,"602.00"
60567,"500.00"
435014,"836.00"
527109,"273.00"
605899,"454.00"
133820,"371.00"
252453,"585.00"
243661,"122.00"
450919,"314.00"
387481,"895.00"
303031,"334.00"
165859,"198.00"
633880,"749.00"
525727,"733.00"
319591,"69.00"
30359,"952.00"
500970,"762.00"
368056,"598.00"
469046,"804.00"
634279,"331.00"
482451,"945.00"
515749,"953.00"
62647,"663.00"
42126,"621.00"
217276,"200.00"
594386,"754.00"
190615,"314.00"
333237,"868.00"
269972,"928.00"
497206,"411.00"
605349,"971.00"
211823,"141.00"
373310,"974.00"
294421,"431.00"
629574,"279.00"
258794,"641.00"
582127,"764.00"
564372,"466.00"
57153,"857.00"
390869,"658.00"
43903,"412.00"
426089,"555.00"
207833,"347.00"
43273,"99.00"
214109,"116.00"
635783,"153.00"
289560,"843.00"
159855,"1000.00"
562381,"391.00"
370754,"575.00"
610765,"115.00"
90068,"125.00"
630687,"151.00"
404774,"990.00"
112116,"345.00"
421834,"794.00"
188248,"51.00"
147779,"424.00"
110740,"241.00"
398857,"87.00"
439353,"917.00"
115023,"652.00"
504769,"973.00"
455070,"763.00"
241648,"186.00"
379176,"577.00"
605880,"948.00"
220017,"388.00"
188140,"989.00"
565419,"163.00"
203321,"695.00"
157799,"762.00"
476531,"509.00"
1526,"955.00"
449776,"452.00"
28278,"991.00"
506400,"462.00"
454576,"754.00"
511790,"632.00"
475655,"877.00"
1531,"101.00"
271974,"458.00"
502558,"96.00"
399956,"301.00"
12500,"844.00"
36460,"98.00"
426413,"503.00"
392289,"115.00"
465108,"295.00"
82456,"907.00"
60690,"223.00"
248792,"445.00"
49167,"192.00"
424712,"614.00"
304072,"541.00"
254065,"560.00"
186761,"150.00"
169674,"946.00"
135909,"972.00"
2761,"179.00"
622710,"498.00"
328938,"531.00"
295997,"313.00"
62166,"319.00"
421555,"412.00"
72812,"290.00"
409347,"171.00"
135824,"80.00"
280678,"379.00"
45944,"532.00"
196620,"849.00"
403672,"285.00"
315839,"533.00"
580805,"131.00"
600492,"372.00"
427177,"719.00"
306797,"641.00"
111959,"893.00"
327302,"771.00"
352761,"585.00"
496713,"175.00"
458032,"601.00"
594748,"923.00"
466241,"285.00"
579416,"758.00"
193199,"480.00"
2946,"68.00"
109473,"601.00"
577905,"137.00"
132916,"346.00"
286851,"62.00"
13896,"555.00"
266640,"911.00"
368944,"885.00"
467831,"79.00"
587311,"828.00"
473771,"523.00"
405814,"172.00"
209271,"918.00"
304055,"691.00"
573757,"786.00"
470093,"757.00"
2206,"226.00"
39708,"915.00"
585149,"354.00"
302247,"775.00"
267059,"990.00"
35650,"956.00"
537983,"616.00"
198346,"170.00"
387549,"709.00"
327620,"825.00"
227318,"864.00"
10464,"332.00"
272153,"865.00"
544806,"968.00"
412750,"995.00"
451728,"505.00"
411678,"709.00"
562396,"382.00"
125520,"119.00"
624099,"372.00"
610886,"981.00"
478989,"314.00"
459342,"456.00"
193192,"652.00"
114201,"413.00"
500843,"1000.00"
354790,"984.00"
570162,"586.00"
56827,"404.00"
560505,"574.00"
169898,"901.00"
89413,"600.00"
43508,"145.00"
91251,"809.00"
518669,"556.00"
413755,"256.00"
68717,"894.00"
349846,"77.00"
241089,"756.00"
399778,"997.00"
596391,"808.00"
314955,"670.00"
447017,"209.00"
527433,"931.00"
403582,"166.00"
410021,"743.00"
156589,"396.00"
630428,"636.00"
554118,"1080.00"
277359,"894.00"
292931,"305.00"
505904,"547.00"
568190,"993.00"
396783,"128.00"
160516,"642.00"
240888,"576.00"
178312,"236.00"
441947,"65.00"
280983,"522.00"
287053,"898.00"
161889,"388.00"
189299,"191.00"
141933,"559.00"
656450,"377.00"
64472,"477.00"
61706,"174.00"
35815,"230.00"
100579,"564.00"
257501,"979.00"
245533,"158.00"
164798,"613.00"
406647,"761.00"
206046,"464.00"
166049,"288.00"
135155,"356.00"
66786,"236.00"
379602,"211.00"
351618,"300.00"
494700,"169.00"
490140,"1198.00"
389920,"566.00"
218182,"605.00"
420718,"785.00"
578610,"466.00"
642285,"59.00"
444970,"966.00"
328170,"485.00"
473183,"900.00"
450141,"421.00"
278576,"447.00"
469761,"164.00"
513835,"320.00"
159713,"594.00"
23936,"739.00"
69989,"513.00"
301876,"849.00"
559859,"750.00"
309953,"860.00"
590465,"135.00"
452159,"281.00"
248613,"514.00"
42919,"278.00"
35874,"571.00"
641213,"889.00"
266130,"458.00"
79806,"619.00"
232355,"143.00"
444145,"447.00"
515340,"721.00"
988,"877.00"
103465,"130.00"
321341,"155.00"
133599,"139.00"
63628,"913.00"
61408,"844.00"
515504,"774.00"
13480,"443.00"
322770,"193.00"
21424,"996.00"
517827,"441.00"
524325,"465.00"
122788,"245.00"
300960,"933.00"
589780,"560.00"
386210,"644.00"
455696,"958.00"
598298,"231.00"
366247,"51.00"
41927,"191.00"
276467,"494.00"
550381,"998.00"
504161,"786.00"
19602,"187.00"
322199,"778.00"
635414,"852.00"
622631,"843.00"
191379,"788.00"
159045,"624.00"
635482,"969.00"
609576,"562.00"
60226,"905.00"
484253,"71.00"
68687,"545.00"
393735,"837.00"
35639,"151.00"
354061,"512.00"
382968,"649.00"
360470,"330.00"
499968,"681.00"
555378,"749.00"
539388,"423.00"
178375,"863.00"
189330,"178.00"
53524,"988.00"
32297,"680.00"
246411,"954.00"
240771,"394.00"
521719,"651.00"
175009,"362.00"
336040,"527.00"
339213,"619.00"
478852,"371.00"
508534,"461.00"
369708,"507.00"
165427,"373.00"
618557,"843.00"
464975,"378.00"
431886,"259.00"
287344,"587.00"
31740,"232.00"
118465,"295.00"
341006,"616.00"
143834,"400.00"
550658,"503.00"
473110,"615.00"
639893,"976.00"
177362,"834.00"
204532,"256.00"
154447,"507.00"
247734,"795.00"
440013,"463.00"
191987,"52.00"
500075,"175.00"
182917,"218.00"
37164,"830.00"
266619,"469.00"
392773,"476.00"
144275,"311.00"
65728,"325.00"
111414,"504.00"
26550,"889.00"
503403,"958.00"
95711,"606.00"
503528,"979.00"
389568,"570.00"
10595,"370.00"
421988,"878.00"
94159,"928.00"
409812,"675.00"
406728,"186.00"
529308,"370.00"
215228,"988.00"
597887,"939.00"
559786,"298.00"
401968,"917.00"
574835,"724.00"
225628,"468.00"
535646,"579.00"
334222,"343.00"
211620,"584.00"
341491,"355.00"
75369,"86.00"
208160,"59.00"
346977,"864.00"
13904,"337.00"
419127,"896.00"
153469,"952.00"
611394,"907.00"
407583,"242.00"
567557,"802.00"
184661,"109.00"
402297,"72.00"
262110,"609.00"
12791,"740.00"
259268,"531.00"
414173,"299.00"
515872,"513.00"
51404,"885.00"
457860,"293.00"
340249,"882.00"
323413,"160.00"
551224,"568.00"
401072,"618.00"
46797,"438.00"
346792,"662.00"
478055,"512.00"
149686,"366.00"
286287,"470.00"
542773,"292.00"
482899,"710.00"
192098,"86.00"
151714,"114.00"
222341,"511.00"
494623,"130.00"
252624,"263.00"
195667,"450.00"
119123,"686.00"
580530,"896.00"
495577,"731.00"
585713,"925.00"
339274,"974.00"
43759,"747.00"
653396,"464.00"
622772,"512.00"
484795,"757.00"
178959,"877.00"
314799,"418.00"
438319,"79.00"
68588,"97.00"
103337,"694.00"
291702,"964.00"
571530,"162.00"
498870,"653.00"
632904,"890.00"
453188,"877.00"
299353,"774.00"
607096,"718.00"
567531,"63.00"
9256,"492.00"
68473,"886.00"
476035,"680.00"
152092,"620.00"
179262,"166.00"
547136,"752.00"
418247,"186.00"
476233,"515.00"
646225,"145.00"
492620,"639.00"
624714,"928.00"
188838,"129.00"
21657,"802.00"
649065,"696.00"
594216,"304.00"
93848,"163.00"
416840,"353.00"
582425,"593.00"
422212,"998.00"
18088,"667.00"
378203,"712.00"
364680,"633.00"
444979,"512.00"
585227,"138.00"
518243,"654.00"
504715,"975.00"
224741,"564.00"
553990,"397.00"
641068,"759.00"
463695,"910.00"
371782,"738.00"
350804,"948.00"
458933,"592.00"
50667,"773.00"
21174,"731.00"
624648,"786.00"
531660,"321.00"
72538,"294.00"
484559,"766.00"
15899,"514.00"
413180,"191.00"
477348,"439.00"
191432,"246.00"
484543,"215.00"
553184,"163.00"
514142,"927.00"
101418,"819.00"
537888,"865.00"
344879,"56.00"
161987,"580.00"
5907,"835.00"
386977,"253.00"
297474,"725.00"
485537,"688.00"
363208,"496.00"
67627,"344.00"
412562,"679.00"
42793,"990.00"
590836,"763.00"
523408,"522.00"
635117,"662.00"
210431,"713.00"
32149,"835.00"
540396,"801.00"
254665,"251.00"
285314,"121.00"
36721,"954.00"
293878,"772.00"
347243,"548.00"
270935,"213.00"
411926,"815.00"
648587,"372.00"
460659,"450.00"
298659,"380.00"
355382,"653.00"
533195,"141.00"
608449,"68.00"
314692,"413.00"
96586,"846.00"
57498,"575.00"
155201,"940.00"
519800,"329.00"
314199,"743.00"
324282,"643.00"
251713,"144.00"
61715,"821.00"
411368,"109.00"
113285,"254.00"
400318,"72.00"
297425,"864.00"
19215,"923.00"
184163,"741.00"
273696,"969.00"
555774,"346.00"
379189,"273.00"
575852,"924.00"
586215,"586.00"
658093,"359.00"
342157,"956.00"
75784,"392.00"
10932,"635.00"
535170,"830.00"
124294,"132.00"
244061,"291.00"
53248,"895.00"
163158,"407.00"
551058,"943.00"
167076,"807.00"
569583,"329.00"
107779,"834.00"
332388,"522.00"
403442,"441.00"
133381,"436.00"
53800,"382.00"
33248,"623.00"
21415,"711.00"
9001,"566.00"
550139,"81.00"
560490,"813.00"
80916,"393.00"
467476,"662.00"
510214,"985.00"
651313,"531.00"
655632,"105.00"
245064,"799.00"
78298,"801.00"
131754,"523.00"
340829,"634.00"
91578,"909.00"
246859,"787.00"
377695,"1437.00"
189550,"956.00"
295723,"416.00"
649832,"385.00"
131060,"771.00"
427943,"781.00"
16842,"643.00"
286581,"473.00"
137369,"113.00"
334455,"495.00"
199111,"953.00"
333756,"154.00"
150295,"836.00"
607639,"52.00"
447237,"236.00"
608459,"312.00"
291539,"802.00"
276568,"802.00"
593958,"166.00"
249839,"714.00"
57122,"741.00"
643530,"381.00"
469927,"304.00"
419660,"213.00"
121224,"740.00"
579786,"826.00"
379666,"739.00"
454249,"810.00"
2452,"552.00"
324378,"413.00"
469828,"679.00"
446877,"154.00"
37013,"395.00"
443838,"603.00"
492611,"145.00"
332133,"819.00"
329245,"810.00"
296750,"581.00"
40679,"186.00"
392250,"1392.00"
17713,"815.00"
109925,"255.00"
162333,"943.00"
605447,"338.00"
454790,"889.00"
119512,"595.00"
650567,"350.00"
466637,"438.00"
605988,"837.00"
406519,"695.00"
556817,"372.00"
369515,"191.00"
630817,"595.00"
410074,"829.00"
392863,"677.00"
279767,"394.00"
113977,"923.00"
378058,"210.00"
377403,"707.00"
56820,"383.00"
423577,"398.00"
45693,"482.00"
203870,"614.00"
133219,"625.00"
146986,"317.00"
117316,"953.00"
499265,"243.00"
621324,"502.00"
433454,"792.00"
319750,"874.00"
109426,"83.00"
96490,"937.00"
220569,"606.00"
604108,"135.00"
296233,"330.00"
436537,"790.00"
7849,"254.00"
261560,"840.00"
519809,"134.00"
430584,"87.00"
395712,"670.00"
377924,"75.00"
296574,"211.00"
589912,"602.00"
533458,"337.00"
491647,"130.00"
419764,"534.00"
305218,"811.00"
270337,"795.00"
620075,"749.00"
162497,"509.00"
73512,"183.00"
155675,"574.00"
199008,"337.00"
567938,"134.00"
155906,"973.00"
10287,"268.00"
495346,"109.00"
468607,"897.00"
147615,"144.00"
5775,"320.00"
125747,"368.00"
273295,"259.00"
228187,"622.00"
512277,"219.00"
393528,"136.00"
367100,"586.00"
322907,"821.00"
317,"441.00"
578029,"167.00"
204971,"672.00"
367989,"749.00"
416339,"190.00"
282594,"99.00"
502124,"324.00"
195660,"76.00"
69820,"398.00"
299172,"188.00"
216770,"710.00"
575643,"499.00"
28874,"945.00"
496824,"672.00"
479454,"816.00"
78542,"737.00"
253350,"511.00"
88627,"748.00"
529752,"913.00"
274300,"706.00"
29926,"625.00"
279204,"549.00"
31110,"593.00"
423793,"985.00"
548806,"451.00"
94878,"82.00"
556403,"269.00"
529882,"112.00"
208534,"263.00"
637527,"424.00"
185740,"737.00"
552806,"902.00"
463915,"311.00"
168006,"385.00"
74850,"881.00"
445613,"1000.00"
22274,"159.00"
654797,"150.00"
564203,"176.00"
208074,"277.00"
398726,"879.00"
346103,"117.00"
424781,"700.00"
397475,"962.00"
183846,"253.00"
360268,"619.00"
304400,"189.00"
236976,"988.00"
127690,"571.00"
485181,"74.00"
449736,"432.00"
392951,"394.00"
156574,"263.00"
219730,"555.00"
457561,"968.00"
87840,"189.00"
409128,"53.00"
218955,"276.00"
