"part_name","manufacturer","retail_price","supply_price"
"磁疗加香安逸枕","江苏省吴江阀门工具厂               ","123.00","8510.0400000000"
"网眼凹凸枕","江苏省吴江阀门工具厂               ","123.00","8825.4080000000"
"惠普墨盒","惠普                       ","125.00","993.7786000000"
"惠普墨盒","惠普                       ","125.00","6323.0400000000"
"竹醋清透美白保湿霜","南京阀门厂                    ","128.00","9622.8420000000"
"竹醋清透美白保湿霜","南京阀门厂                    ","128.00","1530.8470000000"
"竹炭磁疗护肩背心","沈阳市第一阀门厂                 ","128.80","6931.0900000000"
"竹炭磁疗护肩背心","沈阳市第一阀门厂                 ","128.80","1105.1760000000"
"竹炭磁疗护肩背心","沈阳市第一阀门厂                 ","128.80","1966.5890000000"
"仿牛皮双面枕","江苏省吴江阀门工具厂               ","130.00","3747.9180000000"
"佳能墨盒","佳能                       ","130.00","2281.7990000000"
"佳能墨盒","佳能                       ","130.00","3790.7850000000"
"惠普墨盒","惠普                       ","130.00","5404.3130000000"
"adaprec SCSI控制卡","上海梅陇阀门实业公司               ","131.00","4577.5830000000"
"惠普墨盒","惠普                       ","135.00","2437.6830000000"
"惠普墨盒","惠普                       ","135.00","7961.8800000000"
"炭纤维保健内衣","昆明重工（集团）股份有限公司           ","138.00","9134.9830000000"
"炭纤维保健内衣","上海重型机器厂                  ","138.00","6159.6140000000"
"惠普墨盒","惠普                       ","145.00","1012.9810000000"
"竹纤维宝宝抱毯","沈阳高中压阀门厂                 ","151.60","7754.9310000000"
"竹炭纤维袜(家庭装)","上海沪祥阀门厂                  ","154.00","4095.9580000000"
"竹炭纤维袜(家庭装)","郑州市高压阀门厂（原荥锅配件）          ","154.00","9011.5480000000"
"竹炭纤维袜(家庭装)","郑州市高压阀门厂（原荥锅配件）          ","154.00","2229.3340000000"
"佳能墨盒","佳能                       ","155.00","7415.9380000000"
"佳能墨盒","佳能                       ","155.00","9018.7410000000"
"磁疗竹炭茶香健康枕","沈阳第二阀门厂                  ","157.60","1054.6200000000"
"竹中竹保健袜(家庭装)","山东华源山拖有限公司               ","158.00","2400.0920000000"
"竹中竹保健袜(家庭装)","山东华源山拖有限公司               ","158.00","9628.4980000000"
"惠普墨盒","惠普                       ","160.00","3857.6750000000"
"惠普墨盒","惠普                       ","161.00","6184.9530000000"
"竹纤维防辐射肚兜","甘肃平凉九二O厂                 ","168.00","5753.7020000000"
"竹炭日用品系列","甘肃平凉九二O厂                 ","170.00","4589.4790000000"
"竹炭日用品系列","甘肃平凉九二O厂                 ","170.00","9299.7780000000"
"惠普墨盒","惠普                       ","175.00","1635.4850000000"
"惠普墨盒","惠普                       ","182.00","1361.9310000000"
"惠普墨盒","惠普                       ","185.00","2267.1200000000"
"惠普墨盒","惠普                       ","188.00","5857.1670000000"
"惠普墨盒","惠普                       ","188.00","3074.5630000000"
"惠普墨盒","惠普                       ","190.00","7641.2510000000"
"二合一保健枕","甘肃平凉九二O厂                 ","195.00","8725.6630000000"
"二合一保健枕","甘肃平凉九二O厂                 ","195.00","1224.3610000000"
"惠普墨盒","惠普                       ","195.00","4449.8770000000"
"惠普墨盒","惠普                       ","205.00","5601.6180000000"
"惠普墨盒","惠普                       ","205.00","9001.4450000000"
"竹纤维袜","鞍山市阀门电动装置厂               ","208.00","7347.3170000000"
"竹纤维袜","鞍山市阀门电动装置厂               ","208.00","8250.7140000000"
"汽车用品套装","鞍山市阀门电动装置厂               ","210.00","8142.5000000000"
"汽车用品套装","鞍山市阀门电动装置厂               ","210.00","3316.0760000000"
"汽车用品套装","鞍山市阀门电动装置厂               ","210.00","5563.9130000000"
"汽车用品套装","鞍山市阀门电动装置厂               ","210.00","5473.3910000000"
"惠普墨盒","惠普                       ","215.00","7661.3770000000"
"惠普墨盒","惠普                       ","220.00","5505.9420000000"
"惠普墨盒","惠普                       ","220.00","4468.6900000000"
"惠普墨盒","惠普                       ","220.00","4057.4560000000"
"炭纤维保暖内衣","鞍山市阀门电动装置厂               ","228.00","5390.4540000000"
"儿童用品礼盒","常州市阀门驱动装置厂               ","235.20","9657.7230000000"
"惠普墨盒","惠普                       ","240.00","9154.4790000000"
"佳能墨盒","佳能                       ","245.00","8355.4220000000"
"佳能墨盒","佳能                       ","245.00","1250.7160000000"
"惠普墨盒","惠普                       ","245.00","3532.2440000000"
"惠普墨盒","惠普                       ","245.00","9193.6420000000"
"惠普墨盒","惠普                       ","245.00","3509.4450000000"
"惠普墨盒","惠普                       ","245.00","8434.6410000000"
"竹纤维塑身内衣","天水风动工具厂                  ","262.00","6108.6880000000"
"竹纤维套装礼盒","嘉兴冶金机械厂                  ","266.00","6651.0180000000"
"竹纤维套装礼盒","嘉兴冶金机械厂                  ","266.00","7284.8250000000"
"家居除味炭","中信重型机械公司洛阳洛矿采选设备厂       ","268.00","6586.1060000000"
"竹炭车用四件套","天水风动工具厂                  ","298.00","8078.0210000000"
"多功能抱枕","湘潭风动机械厂                  ","298.80","1761.2830000000"
"佳能墨盒","佳能                       ","300.00","2041.2420000000"
"精品车用四件套","沈阳风动工具厂                  ","308.00","7394.0530000000"
"紫藤竹炭茶香枕","太原矿山机器集团有限公司             ","324.00","5822.4660000000"
"笔筒花瓶礼盒一","西北煤矿机械二厂                 ","324.00","1866.0990000000"
"竹纤维礼盒6+1","兰州低压阀门厂                  ","335.00","3400.0670000000"
"弦纹竹叶礼盒","江苏省无锡市阀门厂                ","354.00","5090.1770000000"
"清雅竹纤维夏凉被","苏州阀门厂                    ","358.00","383.1234000000"
"山顿UPS","苏州阀门厂                    ","360.00","2007.4560000000"
"山顿UPS","苏州阀门厂                    ","360.00","7647.6660000000"
"山顿UPS","苏州阀门厂                    ","360.00","3960.2520000000"
"炭纤维羽绒枕","苏州阀门厂                    ","362.00","8434.4600000000"
"竹炭黄金甲保暖内衣","无锡市中高压阀门厂                ","372.00","6076.3140000000"
"竹炭黄金甲保暖内衣","安徽省来安县阀门厂                ","386.00","9326.1980000000"
"竹炭金品俱乐部礼盒","湖北省英山阀门厂                 ","386.00","8342.9510000000"
"陶艺四件套","广东省韶关市阀门厂                ","400.00","1201.2480000000"
"佳能墨盒","佳能                       ","400.00","7972.7610000000"
"竹炭车用四件套","上海沪祥阀门厂                  ","415.00","5516.6780000000"
"竹炭车用四件套","上海沪祥阀门厂                  ","415.00","6569.9290000000"
"佳能墨盒","佳能                       ","420.00","6723.8810000000"
"佳能墨盒","佳能                       ","420.00","526.6994000000"
"超柔竹纤维夏凉被","中信重型机械公司洛阳洛矿研究院洛阳洛矿采选设备","426.00","4807.7290000000"
"佳能墨盒","佳能                       ","430.00","9410.4530000000"
"佳能墨盒","佳能                       ","430.00","5821.6290000000"
"佳能墨盒","佳能                       ","430.00","6085.8060000000"
"笔筒花瓶礼盒二","江苏省东台市阀门厂                ","448.00","3956.1760000000"
"佳能墨盒","佳能                       ","450.00","9986.5660000000"
"佳能墨盒","佳能                       ","450.00","4396.4600000000"
"提花镜面席","郑州市蝶阀厂                   ","466.00","5937.0680000000"
"佳能墨盒","佳能                       ","480.00","9130.6460000000"
"佳能墨盒","佳能                       ","480.00","4080.3150000000"
"竹炭纤维被","上海北蔡阀门厂                  ","490.00","6704.7010000000"
