5110,317791,2014/3/26,547
5111,134681,2014/5/18,271
5112,521255,2014/2/7,883
5113,446270,2014/3/1,494
5114,110999,2014/9/6,613
5115,72130,2014/5/4,540
5116,6734,2014/7/11,615
5117,442411,2014/2/26,471
5118,133840,2014/3/26,780
5119,340661,2014/1/3,814
5120,98202,2014/2/14,942
5121,86099,2014/1/9,988
5122,327195,2013/11/20,588
5123,532564,2014/1/2,239
5124,178791,2014/4/24,997
5125,330083,2013/12/26,154
5126,271172,2014/6/5,852
5127,311067,2014/11/1,952
5128,506945,2014/4/30,993
5129,550557,2013/11/26,160
5130,120821,2014/3/5,584
5131,137028,2013/12/3,652
5132,136037,2014/8/4,701
5133,638061,2014/5/11,854
5134,425660,2014/2/24,386
5135,313490,2014/3/4,809
5136,166933,2014/10/26,503
5137,655267,2014/1/5,805
5138,46715,2014/3/7,647
5139,156356,2014/10/7,418
5140,516618,2014/9/25,184
5141,424093,2014/2/15,100
5142,181849,2014/1/7,962
5143,145804,2014/3/23,138
5144,286978,2014/5/18,880
5145,12034,2014/5/22,679
5146,635025,2014/3/19,441
5147,129036,2013/12/11,186
5148,401041,2014/2/14,678
5149,447038,2014/1/23,519
5150,623865,2014/2/25,371
5151,423185,2013/11/25,319
5152,138849,2014/2/15,868
5153,117447,2014/6/30,197
5154,1205,2014/1/30,287
5155,402963,2014/9/27,575
5156,362090,2014/4/14,928
5157,18814,2014/7/18,594
5158,603012,2014/7/3,449
5159,455611,2014/6/6,726
5160,166382,2014/9/6,342
5161,184715,2014/8/13,569
5162,441220,2014/3/30,129
5163,425423,2014/1/7,444
5164,313536,2014/8/5,834
5165,75817,2014/8/24,148
5166,610926,2014/11/11,92
5167,456251,2014/5/23,130
5168,249893,2014/2/28,873
5169,254247,2014/8/17,893
5170,253362,2014/9/14,313
5171,191021,2014/4/13,633
5172,311373,2014/2/24,143
5173,202996,2014/8/11,511
5174,89966,2014/6/4,422
5175,609024,2013/12/19,84
5176,287577,2014/4/19,283
5177,308243,2014/9/4,420
5178,601174,2014/3/9,354
5179,352118,2013/12/24,583
5180,556257,2014/8/19,376
5181,492609,2013/12/30,516
5182,468322,2014/8/20,250
5183,105973,2014/8/13,640
5184,334627,2014/10/22,67
5185,649462,2013/12/17,110
5186,351920,2014/3/16,105
5187,464741,2014/1/14,627
5188,152756,2014/7/19,571
5189,600603,2014/7/6,602
5190,412905,2014/8/29,619
5191,587849,2014/11/5,469
5192,186407,2014/2/9,934
5193,206190,2014/5/27,822
5194,106936,2014/5/17,435
5195,134065,2014/5/30,311
5196,133599,2014/6/4,139
5197,268692,2014/8/5,319
5198,217287,2014/5/23,625
5199,563662,2014/8/30,511
5200,276174,2014/1/3,438
5201,7746,2013/11/29,431
5202,263437,2014/2/7,790
5203,548246,2014/7/10,944
5204,383620,2014/5/20,182
5205,289033,2014/5/10,765
5206,494947,2014/5/31,310
5207,454702,2014/4/13,67
5208,466701,2014/1/2,978
5209,555806,2014/2/5,423
5210,434795,2014/2/11,195
5211,582373,2014/7/20,190
5212,601341,2013/12/13,852
5213,242821,2014/5/4,886
5214,189965,2014/4/18,565
5215,209002,2014/9/22,204
5216,590508,2013/12/23,524
5217,335891,2014/6/23,70
5218,280976,2014/9/18,247
5219,173430,2014/5/5,814
5220,224066,2014/8/29,307
5221,587851,2014/2/28,128
5222,240110,2014/5/15,326
5223,533618,2014/5/22,817
5224,640805,2014/9/30,60
5225,67793,2014/4/5,881
5226,477995,2014/5/16,533
5227,518243,2014/7/1,654
5228,179072,2014/4/16,394
5229,135206,2014/10/3,399
5230,46752,2014/4/27,730
5231,273012,2014/3/15,978
5232,499513,2014/6/30,728
5233,97398,2014/10/9,970
5234,571096,2013/12/6,385
5235,567407,2014/9/10,670
5236,63970,2014/6/16,426
5237,458484,2013/12/30,626
5238,361908,2014/4/12,714
5239,319539,2014/8/23,102
5240,411438,2014/4/27,991
5241,158471,2014/7/3,537
5242,377290,2013/12/5,808
5243,531832,2013/11/23,80
5244,232794,2014/3/11,387
5245,338982,2013/12/6,311
5246,408241,2014/7/20,830
5247,631739,2014/2/26,954
5248,106758,2013/12/28,762
5249,150584,2013/12/30,949
5250,359133,2014/10/22,879
5251,631157,2014/2/11,689
5252,406699,2014/5/2,849
5253,388390,2014/9/3,127
5254,196755,2014/9/1,828
5255,85057,2013/12/28,870
5256,426507,2014/9/27,999
5257,579409,2014/4/5,800
5258,360037,2013/12/29,395
5259,509529,2014/3/16,413
5260,317440,2014/10/2,106
5261,291020,2014/10/11,657
5262,487766,2014/10/10,257
5263,281393,2014/10/7,439
5264,62034,2014/11/8,528
5265,644174,2014/10/14,829
5266,59764,2013/12/8,203
5267,114498,2014/9/11,337
5268,616485,2014/6/11,99
5269,208980,2014/2/8,771
5270,116142,2014/4/13,392
5271,554641,2014/7/28,902
5272,522671,2014/4/27,147
5273,555250,2014/10/6,824
5274,540365,2014/3/20,399
5275,189179,2014/10/21,315
5276,298393,2014/11/8,783
5277,36040,2014/2/4,617
5278,322730,2014/10/10,946
5279,510739,2014/7/17,285
5280,37449,2014/10/10,652
5281,114100,2013/12/8,526
5282,400291,2014/6/18,165
5283,527849,2014/6/9,937
5284,115023,2014/10/16,652
5285,106853,2014/6/25,934
5286,600821,2014/1/30,696
5287,646348,2014/5/11,967
5288,87448,2013/12/3,909
5289,138558,2014/3/18,51
5290,357654,2014/4/28,290
5291,97683,2014/4/21,133
5292,292471,2013/12/28,801
5293,354259,2014/6/19,790
5294,329344,2014/7/20,146
5295,188409,2014/7/2,535
5296,644842,2014/9/15,692
5297,88480,2014/4/18,202
5298,520815,2014/2/3,952
5299,483795,2014/5/7,314
5300,43112,2014/7/27,922
5301,198548,2014/11/5,641
5302,622604,2014/11/11,792
5303,556372,2014/7/23,668
5304,539855,2014/2/13,920
5305,458887,2014/9/2,646
5306,298893,2014/7/12,427
5307,225376,2014/8/31,733
5308,412551,2014/6/22,836
5309,129772,2014/2/7,893
5310,164959,2014/10/29,274
5311,361430,2014/9/27,754
5312,196386,2014/9/17,278
5313,650088,2014/8/3,79
5314,342496,2014/7/8,911
5315,19175,2014/6/11,577
5316,96180,2014/11/2,389
5317,653031,2014/6/26,438
5318,624921,2014/6/30,420
5319,265494,2014/6/18,164
5320,8640,2014/2/24,806
5321,220501,2014/8/14,369
5322,613753,2014/8/3,999
5323,405575,2014/7/2,557
5324,315852,2014/10/2,339
5325,219220,2014/8/14,426
5326,204988,2014/7/24,266
5327,307269,2014/5/3,354
5328,197676,2014/6/6,190
5329,184208,2014/6/29,629
5330,589912,2014/1/28,602
5331,8361,2014/3/5,886
5332,454620,2014/6/2,125
5333,377692,2014/4/4,50
5334,181210,2014/5/24,301
5335,81393,2013/12/16,517
5336,49988,2014/4/19,487
5337,353862,2014/1/17,626
5338,329356,2013/12/10,563
5339,415093,2014/3/27,380
5340,540046,2014/2/21,888
5341,592816,2014/3/29,767
5342,343237,2014/8/6,984
5343,251523,2014/2/24,387
5344,392828,2014/1/21,337
5345,634684,2014/4/22,461
5346,467539,2014/7/15,489
5347,636128,2014/8/12,157
5348,210792,2014/10/14,148
5349,220457,2014/6/17,714
5350,252078,2014/2/24,98
5351,571226,2014/6/26,681
5352,594444,2014/3/3,53
5353,285999,2014/11/16,669
5354,533115,2014/3/17,832
5355,457130,2014/11/10,172
5356,336040,2014/10/9,527
5357,7283,2014/9/7,601
5358,84026,2014/5/18,230
5359,168890,2013/11/28,595
5360,557887,2014/7/31,964
5361,410463,2014/11/8,569
5362,265689,2014/6/17,607
5363,252882,2014/4/1,680
5364,229449,2014/9/14,635
5365,105646,2014/4/30,51
5366,120285,2014/10/7,552
5367,561703,2014/7/12,399
5368,319358,2014/2/7,912
5369,380446,2014/4/7,908
5370,18515,2013/12/16,813
5371,42336,2014/2/11,822
5372,595572,2014/6/24,976
5373,194880,2013/12/1,553
5374,587494,2014/5/12,294
5375,620010,2014/8/29,152
5376,444396,2014/7/13,426
5377,75682,2014/5/6,723
5378,297773,2014/2/3,568
5379,564826,2014/7/10,72
5380,520645,2014/5/13,614
5381,24532,2014/9/8,770
5382,247300,2013/12/5,392
5383,481990,2014/9/30,621
5384,462645,2014/7/26,915
5385,625842,2014/8/31,103
5386,490137,2013/12/6,195
5387,559232,2014/7/21,206
5388,629896,2014/1/21,671
5389,17819,2014/6/11,747
5390,69942,2014/8/13,68
5391,332990,2014/4/30,534
5392,518695,2014/10/29,502
5393,320030,2014/2/19,643
5394,137257,2014/5/6,466
5395,301372,2014/7/28,962
5396,61865,2014/4/9,889
5397,250829,2013/11/24,252
5398,469067,2014/1/6,956
5399,467121,2014/9/10,733
5400,172747,2014/7/1,172
5401,202934,2014/7/8,866
5402,163249,2014/4/23,535
5403,290248,2014/5/26,973
5404,43278,2014/1/30,351
5405,91333,2014/2/22,307
5406,416906,2014/4/3,601
5407,450569,2014/8/20,805
5408,189997,2014/7/16,184
5409,146120,2014/2/6,934
5410,138502,2013/12/2,186
5411,508648,2014/1/24,630
5412,392191,2014/5/9,80
5413,119710,2014/6/19,398
5414,144973,2014/3/26,341
5415,497270,2014/1/20,487
5416,591095,2013/12/10,574
5417,575590,2014/10/6,924
5418,229606,2013/12/30,62
5419,392459,2014/2/25,634
5420,410141,2014/6/12,664
5421,17713,2014/8/18,815
5422,537304,2014/3/26,475
5423,230798,2014/10/20,423
5424,141177,2014/1/15,123
5425,565058,2014/3/12,599
5426,611716,2014/8/10,74
5427,304434,2014/2/9,672
5428,411963,2014/1/28,532
5429,125,2014/7/18,224
5430,259987,2014/7/6,352
5431,588696,2013/12/10,409
5432,470762,2014/3/19,358
5433,200679,2014/3/3,468
5434,379229,2014/2/16,658
5435,16968,2014/3/22,583
5436,141903,2014/8/15,553
5437,136442,2013/12/19,606
5438,268919,2014/6/19,602
5439,74751,2014/3/7,424
5440,164137,2014/11/15,841
5441,572281,2014/8/1,785
5442,636198,2014/11/12,191
5443,290831,2014/1/11,238
5444,245629,2014/7/26,674
5445,507859,2014/2/27,169
5446,204634,2014/8/22,992
5447,374955,2014/9/9,677
5448,527609,2014/1/15,704
5449,37306,2014/7/18,106
5450,574432,2014/9/5,627
5451,408800,2014/1/1,391
5452,401183,2014/7/14,971
5453,515064,2014/5/24,794
5454,284503,2014/2/10,597
5455,637537,2014/3/2,820
5456,436495,2014/5/16,589
5457,615761,2014/1/16,94
5458,480270,2014/3/18,72
5459,396729,2014/1/11,402
5460,278475,2014/3/29,503
5461,282122,2014/9/21,80
5462,476531,2014/7/6,509
5463,62588,2014/3/27,176
5464,650430,2014/3/5,519
5465,13533,2014/5/30,480
5466,477963,2014/3/4,229
5467,129623,2014/1/16,391
5468,237338,2013/11/26,400
5469,487772,2014/5/10,909
5470,644085,2014/11/15,569
5471,6783,2014/7/6,866
5472,287044,2014/2/19,191
5473,328679,2014/4/29,392
5474,352514,2014/3/16,641
5475,86836,2013/12/10,579
5476,658400,2014/11/11,799
5477,262421,2014/1/13,244
5478,59752,2014/2/16,69
5479,115677,2014/3/3,479
5480,552413,2014/5/6,234
5481,339881,2014/9/9,477
5482,503631,2014/10/28,320
5483,583782,2014/8/10,878
5484,123774,2014/10/21,58
5485,64511,2014/8/1,382
5486,639065,2014/4/1,728
5487,192347,2014/3/12,604
5488,402525,2013/12/8,867
5489,447489,2014/11/11,162
5490,114111,2014/4/23,583
5491,275865,2014/10/17,117
5492,601337,2013/12/5,495
5493,576394,2014/6/15,152
5494,387145,2014/9/6,148
5495,330686,2014/1/11,266
5496,556954,2014/3/5,616
5497,394277,2014/10/5,655
5498,521050,2014/11/3,890
5499,21573,2014/2/13,965
5500,7757,2014/5/3,69
5501,565001,2014/9/30,118
5502,589501,2014/7/25,54
5503,439771,2013/11/19,519
5504,538985,2014/7/1,247
5505,317228,2014/6/15,659
5506,613662,2014/3/1,726
5507,333926,2014/11/4,872
5508,145901,2014/1/3,684
5509,620957,2014/6/1,398
5510,12110,2014/2/11,253
5511,285760,2014/8/11,161
5512,533623,2014/1/5,440
5513,469599,2014/1/20,393
5514,182858,2014/10/6,627
5515,491403,2014/6/12,250
5516,470838,2014/4/4,571
5517,509317,2014/8/14,495
5518,303406,2014/5/28,362
5519,516352,2014/1/8,976
5520,13060,2014/9/26,390
5521,243625,2014/6/9,825
5522,30536,2013/11/28,772
5523,104058,2014/8/2,527
5524,388907,2014/7/22,910
5525,352554,2014/7/31,727
5526,493096,2014/4/11,944
5527,503092,2014/1/26,799
5528,291278,2013/12/21,533
5529,431270,2014/7/24,88
5530,213042,2014/4/19,339
5531,623621,2014/2/13,506
5532,385953,2014/8/5,498
5533,654329,2014/4/25,191
5534,150627,2014/8/15,333
5535,80508,2014/4/14,684
5536,311788,2014/4/7,764
5537,93848,2013/12/20,163
5538,438854,2014/5/8,207
5539,317943,2014/3/4,889
5540,217540,2014/4/23,169
5541,140943,2014/10/7,146
5542,341980,2014/8/3,770
5543,355982,2014/1/28,324
5544,105511,2014/4/22,554
5545,576050,2014/1/3,942
5546,26568,2013/12/15,426
5547,40442,2013/11/30,331
5548,330736,2014/11/17,774
5549,318321,2014/1/28,800
5550,121538,2013/12/17,909
5551,86997,2014/7/18,755
5552,561424,2014/4/14,138
5553,98466,2014/3/23,604
5554,120455,2014/5/27,287
5555,87010,2014/1/17,199
5556,120539,2014/10/9,740
5557,509307,2014/5/16,209
5558,185164,2014/1/25,857
5559,657344,2014/4/1,529
5560,57662,2014/10/12,973
5561,62274,2014/2/13,136
5562,278489,2014/8/20,665
5563,179862,2014/9/30,715
5564,513302,2014/7/14,62
5565,205892,2014/5/19,655
5566,177515,2014/10/13,318
5567,275445,2014/4/8,843
5568,405945,2014/4/18,519
5569,547634,2013/12/13,69
5570,66877,2014/3/4,938
5571,67075,2014/3/14,922
5572,511860,2014/5/24,886
5573,437891,2014/1/25,109
5574,618316,2013/12/31,354
5575,347311,2014/8/11,83
5576,169564,2014/4/4,679
5577,186878,2014/5/30,485
5578,421573,2014/7/16,382
5579,210784,2014/1/18,528
5580,485884,2014/8/8,325
5581,489409,2014/4/4,713
5582,570413,2014/6/7,522
5583,17510,2013/12/19,465
5584,374320,2014/5/13,644
5585,381511,2013/12/10,469
5586,198692,2014/7/26,828
5587,52787,2014/7/3,938
5588,519380,2014/10/13,273
5589,183733,2014/11/16,701
5590,30113,2014/5/8,231
5591,507878,2014/10/22,869
5592,11246,2014/7/6,713
5593,604088,2014/5/6,398
5594,532006,2014/1/19,759
5595,605864,2014/3/15,492
5596,646285,2014/3/2,753
5597,99568,2014/10/23,496
5598,146851,2014/2/5,383
5599,538522,2014/4/7,329
5600,397947,2014/2/17,188
5601,627467,2014/9/10,259
5602,514310,2014/3/15,487
5603,261428,2014/1/22,409
5604,545625,2013/11/22,898
5605,18348,2014/11/8,993
5606,331726,2014/7/13,250
5607,492458,2014/9/10,942
5608,427166,2014/3/16,194
5609,390905,2014/4/30,401
5610,127809,2014/8/19,928
5611,482761,2014/2/7,883
5612,236018,2014/3/19,903
5613,532057,2014/5/13,460
5614,574059,2013/12/7,744
5615,576825,2014/10/29,486
5616,446609,2014/7/23,232
5617,117559,2014/10/31,532
5618,554291,2014/9/21,404
5619,353489,2013/11/22,991
5620,2381,2013/12/15,515
5621,174522,2014/3/4,438
5622,88781,2014/1/29,177
5623,59672,2014/7/31,671
5624,105621,2014/2/26,723
5625,652404,2014/1/2,546
5626,593928,2014/3/24,995
5627,618939,2013/12/4,536
5628,433244,2014/3/12,126
5629,280996,2014/1/22,847
5630,613777,2014/6/2,408
5631,31552,2014/1/22,361
5632,637392,2014/10/27,436
5633,21180,2014/5/1,912
5634,488142,2014/11/14,545
5635,158418,2014/1/2,268
5636,140108,2014/2/21,734
5637,18030,2014/1/1,213
5638,188844,2014/10/24,236
5639,236030,2014/8/27,714
5640,219262,2013/12/30,504
5641,68690,2014/5/29,676
5642,631664,2013/12/18,534
5643,234864,2014/5/14,168
5644,635414,2014/9/12,852
5645,402426,2014/8/30,567
5646,286098,2014/8/8,436
5647,355084,2014/6/22,496
5648,155155,2014/8/2,565
5649,657969,2014/1/9,260
5650,516626,2013/11/20,802
5651,121332,2014/11/6,582
5652,67057,2014/4/16,484
5653,412661,2014/4/23,221
5654,218355,2014/2/16,150
5655,261890,2014/1/14,188
5656,601794,2014/11/12,579
5657,579823,2013/12/11,987
5658,605953,2014/4/19,68
5659,112141,2013/12/23,64
5660,498113,2014/6/1,362
5661,43190,2014/6/12,672
5662,372532,2014/6/23,786
5663,367411,2014/3/12,173
5664,275714,2014/6/13,732
5665,511939,2014/7/25,932
5666,573757,2014/4/1,786
5667,147921,2014/2/4,480
5668,508776,2014/9/30,714
5669,19000,2014/10/10,58
5670,99727,2014/2/23,885
5671,541669,2014/1/1,787
5672,27416,2013/12/28,645
5673,59839,2014/3/11,414
5674,578367,2014/1/9,260
5675,141459,2013/11/25,980
5676,454761,2014/6/10,643
5677,454275,2014/11/10,442
5678,565276,2014/6/2,447
5679,58916,2014/8/28,190
5680,248028,2013/12/25,348
5681,92385,2013/12/21,58
5682,328499,2014/1/4,657
5683,154504,2014/9/20,432
5684,95912,2014/8/18,815
5685,77683,2013/12/27,422
5686,374653,2014/5/18,608
5687,354547,2014/5/31,317
5688,592963,2014/10/8,74
5689,419901,2014/1/13,359
5690,624011,2014/8/24,934
5691,559881,2013/11/22,334
5692,55778,2014/4/30,845
5693,292337,2014/1/15,705
5694,231064,2014/4/7,77
5695,476459,2014/10/26,642
5696,586079,2014/10/15,197
5697,59264,2014/8/23,964
5698,147553,2013/11/24,236
5699,339065,2014/8/11,856
5700,53811,2013/11/19,289
5701,480821,2014/8/5,576
5702,472222,2014/1/15,359
5703,246620,2014/6/11,654
5704,329287,2014/2/8,674
5705,54964,2014/8/23,367
5706,125316,2013/12/1,375
5707,263526,2014/6/5,65
5708,79773,2014/7/4,68
5709,67083,2014/7/29,936
5710,466810,2014/3/25,729
5711,354146,2014/8/10,731
5712,542533,2014/1/31,238
5713,226977,2014/3/15,63
5714,373647,2014/7/9,186
5715,511860,2014/2/1,306
5716,97613,2014/7/13,991
5717,359523,2014/10/27,193
5718,253007,2014/5/29,937
5719,506345,2014/2/14,292
5720,497674,2014/8/16,822
5721,396783,2013/12/30,128
5722,11116,2014/7/6,311
5723,132391,2014/8/30,75
5724,479998,2013/12/16,150
5725,522424,2014/8/4,79
5726,171676,2014/3/4,869
5727,71128,2014/10/14,935
5728,346531,2014/6/29,819
5729,107973,2014/10/5,154
5730,242134,2014/6/14,363
5731,469798,2014/1/29,461
5732,83565,2014/3/30,437
5733,541929,2014/3/16,508
5734,199364,2014/10/22,248
5735,353055,2014/11/15,141
5736,454103,2013/12/3,648
5737,117408,2014/7/26,888
5738,4243,2014/1/26,643
5739,123582,2014/10/9,539
5740,118647,2014/9/24,650
5741,242542,2014/2/17,84
5742,24900,2014/3/26,806
5743,369905,2014/10/30,443
5744,268826,2014/4/9,897
5745,334768,2014/1/27,764
5746,404254,2014/7/3,987
5747,91791,2014/2/6,533
5748,141187,2014/4/28,348
5749,606396,2014/6/4,572
5750,251935,2014/7/27,393
5751,484127,2014/7/27,594
5752,584591,2013/12/31,324
5753,132046,2014/3/15,924
5754,137207,2014/2/16,555
5755,53899,2014/6/20,78
5756,273175,2014/1/14,217
5757,419644,2014/10/26,72
5758,480048,2014/4/24,593
5759,464908,2014/1/8,732
5760,482685,2014/5/11,185
5761,330601,2014/2/13,838
5762,458933,2014/6/12,592
5763,477864,2014/10/10,659
5764,609084,2014/3/26,569
5765,450780,2014/3/29,399
5766,599330,2014/7/16,919
5767,382647,2013/12/23,437
5768,83720,2014/5/31,528
5769,220786,2014/3/30,649
5770,583371,2013/12/9,887
5771,103391,2014/1/29,257
5772,9511,2014/5/1,91
5773,248491,2014/2/12,279
5774,389662,2014/8/19,303
5775,171116,2014/7/10,603
5776,397719,2014/5/30,96
5777,165501,2014/3/27,487
5778,91251,2014/1/6,809
5779,179481,2014/5/25,98
5780,451617,2014/5/8,449
5781,425248,2014/4/19,683
5782,452629,2014/5/26,112
5783,306526,2014/2/5,594
5784,158678,2014/8/16,744
5785,497123,2014/5/16,593
5786,465031,2014/3/19,260
5787,378488,2014/7/19,595
5788,618468,2013/12/30,294
5789,144003,2014/2/15,162
5790,228679,2013/12/22,347
5791,100178,2014/5/9,314
5792,112267,2014/2/22,171
5793,645172,2014/4/4,883
5794,510607,2014/9/12,873
5795,410372,2014/3/6,138
5796,108995,2014/1/5,165
5797,28621,2014/4/26,392
5798,95850,2014/1/1,236
5799,22305,2014/11/17,841
5800,92286,2014/2/9,642
5801,447917,2014/10/12,722
5802,268179,2014/5/30,373
5803,196106,2014/1/29,627
5804,596253,2014/11/16,664
5805,215413,2014/1/30,209
5806,657074,2014/3/15,52
5807,585391,2014/3/18,72
5808,15919,2014/5/31,170
5809,309926,2014/3/15,381
5810,236017,2014/5/30,724
5811,57407,2014/8/11,110
5812,182637,2014/6/10,367
5813,459414,2014/10/12,911
5814,259838,2014/7/17,970
5815,236211,2014/9/12,343
5816,54342,2014/2/15,528
5817,174560,2014/1/7,606
5818,588578,2014/10/4,969
5819,395712,2014/7/28,589
5820,349564,2014/1/9,680
5821,610932,2014/8/5,520
5822,390100,2014/5/16,494
5823,658368,2014/2/25,540
5824,526406,2014/3/9,352
5825,587390,2014/6/5,264
5826,440645,2014/6/22,998
5827,333375,2014/8/12,148
5828,585576,2014/10/26,79
5829,439242,2014/9/21,237
5830,142355,2014/3/28,500
5831,108518,2014/2/14,951
5832,78921,2013/12/25,888
5833,528369,2014/7/27,101
5834,516133,2014/5/2,719
5835,81184,2014/1/14,948
5836,90385,2014/10/20,360
5837,425947,2014/6/25,791
5838,651493,2014/4/29,772
5839,384348,2014/11/1,974
5840,638021,2014/4/26,867
5841,579892,2014/5/25,187
5842,13700,2014/5/14,478
5843,552593,2014/4/22,668
5844,157913,2014/6/24,531
5845,520691,2014/10/27,458
5846,26939,2014/10/14,384
5847,110740,2014/6/1,241
5848,498824,2014/7/4,117
5849,156027,2014/4/23,137
5850,287344,2014/2/10,587
5851,359012,2014/2/6,832
5852,179997,2014/8/11,873
5853,465915,2014/7/28,787
5854,336121,2014/6/15,922
5855,603596,2014/5/12,551
5856,572783,2014/11/11,664
5857,5625,2014/1/30,849
5858,181570,2014/8/15,286
5859,241446,2014/7/9,512
5860,54289,2013/12/5,919
5861,6161,2014/2/19,424
5862,563784,2013/11/27,891
5863,304724,2014/8/28,293
5864,530176,2014/3/29,513
5865,37390,2014/1/10,895
5866,269068,2014/4/17,1000
5867,522106,2014/2/6,946
5868,615253,2014/4/9,604
5869,604410,2014/3/10,869
5870,401185,2013/12/30,286
5871,78890,2014/1/6,514
5872,597558,2014/3/20,809
5873,372637,2014/3/21,391
5874,169102,2014/7/1,580
5875,308505,2014/3/13,848
5876,321049,2014/4/16,665
5877,366992,2014/7/7,210
5878,35423,2014/2/20,104
5879,657605,2014/4/30,975
5880,298362,2014/10/28,574
5881,303575,2014/10/17,941
5882,241980,2014/2/22,124
5883,568546,2014/2/6,649
5884,318500,2014/11/5,310
5885,334477,2014/4/1,169
5886,289651,2014/4/2,145
5887,631433,2014/7/7,773
5888,636925,2014/2/19,524
5889,417286,2014/2/9,566
5890,435944,2014/1/10,360
5891,628642,2014/10/8,809
5892,245428,2014/1/20,443
5893,612151,2014/6/17,86
5894,189561,2013/12/20,962
5895,85644,2014/9/23,649
5896,352712,2014/2/6,557
5897,579035,2014/6/5,719
5898,306521,2014/4/25,85
5899,134319,2014/1/20,941
5900,199520,2014/3/22,267
5901,529098,2014/5/23,296
5902,275258,2014/2/20,986
5903,423309,2014/3/19,190
5904,20391,2014/3/19,209
5905,357859,2014/5/17,97
5906,260003,2014/4/10,676
5907,655094,2014/9/16,828
5908,492575,2014/4/25,120
5909,480007,2014/4/28,337
5910,135775,2013/12/8,780
5911,179498,2014/2/13,150
5912,654144,2014/3/24,213
5913,540665,2014/3/12,312
5914,104354,2014/9/24,577
5915,454016,2014/4/16,612
5916,68559,2014/10/4,252
5917,458209,2014/2/28,972
5918,469530,2014/5/10,63
5919,519525,2014/7/24,720
5920,9534,2014/7/10,170
5921,412642,2014/9/20,397
5922,250386,2014/11/5,951
5923,413899,2014/4/15,738
5924,416450,2014/3/12,452
5925,209440,2014/8/12,142
