"supplier_id","supplier_name","address"
23629,"河北大久集团顺羊利江肠衣有限公司         ","中国 河北 满城县 河北省保定市满城县"
23690,"河北新华橡胶密封件集团              ","中国 河北 清河县 河北省清河县城西王二庄工业园"
24041,"河北恒源实业集团                 ","中国 河北 霸州市 霸州市经济开发区"
24110,"河北省冀州市亚华胶辊集团有限公司         ","中国 河北 冀州市 河北省冀州市开发区"
24126,"河北省粮油集团有限公司进出口分公司        ","中国 河北 石家庄市 石家庄市自强路37号金谷大厦713"
24368,"卫华集团有限公司唐山销售处            ","中国 河北 唐山市 复兴路102号"
24654,"卓达房地产集团有限公司              ","中国.河北省.石家庄市.翟营南大街389号"
24696,"河北翼辰实业集团有限公司工程部          ","中国 河北 藁城市 藁城市东城区118号"
24735,"河北圣天管件集团有限公司销售四公司        ","中国 河北 孟村回族自治县 河北孟村东河工业区"
24952,"安徽省池州新赛德化工有限公司化工销售部      ","安徽池州市杏村西路３１８号"
25132,"安徽省瑞芬得油脂深加工有限公司          ","郎溪县安徽省郎溪县涛城镇红星工业区"
25311,"滁州市运康照明有限公司（市场部）         ","安徽滁州市开发区会峰西路76号"
25820,"吉林市大禹水处理有限责任公司           ","吉林市船营区青岛街春光胡同58"
26058,"大连乾雨农业开发有限公司             ","辽宁普兰店市太平工业区虫王庙村冯店"
26104,"哈尔滨龙美贸易有限公司              ","黑龙江哈尔滨市哈尔滨道里区田地街"
26117,"大连百川通化学品有限公司项目部          ","辽宁大连市中国辽宁省大连市西岗区新开路82号大连科技中介大厦212室"
26429,"石家庄新日升称重系统有限公司.          ","中国 河北 石家庄市 石家庄市桥东区仓丰路西段路北"
26651,"石家庄开发区得宝机械制造有限公司业务部      ","中国 河北 石家庄市 机场路60号"
26699,"石家庄市卓越矿业有限公司             ","中国 河北 石家庄 石家庄北二环西路"
26707,"河北盛源合金焊条厂                ","中国 河北 南宫市 河北南宫市董家庙工业区"
26726,"河北鸿佰川金属制品有限公司、           ","中国 河北 安平县 河北省安平县丝网大世界G区负8号"
26790,"秦皇岛奥托科技有限公司              ","中国 河北 秦皇岛市 中国河北省秦皇岛市海港区和平大街136号"
26930,"秦皇岛中港实业有限公司              ","中国 河北 秦皇岛市 秦皇岛海港区东港镇"
27017,"泊头市铸铁平台量具机械有限公司          ","中国 河北 泊头市 泊头市南仓街460号"
27245,"沧州市欣德威兽药有限公司             ","中国 河北 沧州市 沧州市西二环"
27430,"大城县华硕精密机械配件有限公司          ","中国 河北 大城县 东桑生"
27752,"青县顺达钢铁有限公司               ","中国 河北 青县 觉道庄工业区"
27858,"贵州左与右营销公司                ","贵州贵阳市北京路33号科技大厦8楼"
28093,"南京六度科技有限公司               ","江苏南京市湖南路255号天安商厦410室"
28231,"南京美润贸易有限公司               ","江苏南京市白下区海福巷1号"
28264,"南京智创广告策划有限公司             ","江苏南京市珠江路８８号新世界中心B座２２１６室"
28323,"南京瑞淼环保科技有限公司             ","江苏南京市白下区工业园(石杨路28-1号)"
28332,"南京鹏基商贸有限公司               ","江苏南京市佛心桥38号"
28512,"昆山市瑞贝卡信息科技有限公司           ","江苏昆山市柏庐中路401号成峰商苑4-048室"
28513,"南京苏冠科技有限公司               ","江苏南京市中山南路360号森葆大厦1707"
28735,"南京吉通试验仪器有限公司             ","江苏南京市光华路2号鑫园12-701"
29066,"江苏常发实业有限公司               ","江苏常州市南门常发工业园"
29217,"常州市华鑫塑胶制品有限公司业务部         ","江苏常州市武进区寨桥镇"
29486,"福州福大自动化有限公司              ","江苏常州市太湖花园9幢丙单元202室"
29615,"常州市矽莱克电子有限公司             ","江苏常州市中国-江苏-常州市钟楼开发区塘门路79#"
29624,"江阴市医疗器械有限公司              ","江苏江阴市夏港镇镇澄路698号"
29861,"秦皇岛燕大科力塑业有限公司            ","河北 秦皇岛市 秦皇岛市开发区黄河道燕大科技园"
29915,"秦皇岛迪邦工贸贸有限公司             ","河北 秦皇岛市海港区 河北秦皇岛海港区"
29916,"万事达木业有限公司                ","河北 秦皇岛市海港区 东港路口"
29954,"秦皇岛秦仕迪工贸有限公司             ","河北 秦皇岛市海港区 经济技术开发区"
30147,"秦皇岛市北戴河区东山社区服务站          ","河北 秦皇岛市 北戴河联峰路东段东山社区居委会"
30215,"加贝电子科技有限公司               ","河北 秦皇岛市 河北省秦皇岛"
30363,"秦皇岛市广鑫煤业发展有限公司           ","河北 秦皇岛市海港区 秦皇岛市香格里4-905室"
30720,"昌黎县金华源线材有限公司             ","河北 秦皇岛 昌黎县朱各庄镇上庄村"
